,STATCD,DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,TCHM9,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH,tot_app,pass_tot
591,33,3307,TAMIL NADU,VILUPPURAM,1,22,1395,234,3463284,14.72,378536.94,16.99,985,29.37,2.16,72.08,63.51,80.58,7194,296843.0,185773.0,1842,509,55,28,216,60,220,0,2930,1354,431,3,15,178,5,185,0,2171,486,78,52,12,38,55,34,0,755,2,0,0,1,0,0,1,0,4,1275,408,2,15,152,3,178,0,2033,1583,481,4,18,201,5,208,0,2500,405,58,26,9,25,45,24,0,592,1833,507,55,13,195,60,211,0,2874,1830,508,55,28,199,60,220,0,2900,161015,102261,65465,1956,56022,21712,29818,0,438249,97899,85020,5840,1150,40676,1753,24214,0,256552,63013,17241,59625,786,15346,19959,5520,0,181490,103,0,0,20,0,0,84,0,207,92599,78927,2907,1150,33158,1375,23143,0,233259,44372,12389,29553,696,8251,15410,3575,0,114246,3750,3738,231,116,5099,95,2147,0,15176,2960,794,3095,51,1266,1040,346,0,9552,10,0,0,3,0,0,6,0,19,0,0,0,0,0,0,0,0,92,3,0,1,0,0,0,96,1840,509,55,28,216,59,220,2927,1302,382,55,22,190,56,137,2144,1201,392,53,25,174,58,126,2029,1830,508,55,28,199,60,220,2900,1833,507,55,13,195,60,211,2874,1842,509,55,28,216,60,220,2930,1825,507,55,28,216,60,217,2908,1561,470,54,19,208,58,124,2494,822,275,22,12,85,23,84,1323,1044,307,41,17,101,45,107,1662,220,30,18,19,19,20,51,377,1554,470,0,6,193,0,208,2431,1460,453,0,6,180,0,162,2261,1530,469,0,6,193,0,195,2393,742,4,0,14,3,2,7,2,772,1510,455,0,5,190,0,198,2358,7154,4034,1525,97,1401,699,872,15782,6720,4532,3326,170,6365,1135,2499,24747,4841,2594,2506,150,3173,900,1278,18560,1879,1938,820,20,3192,235,1221,0,79189,51704,28188,1520,27083,9124,15573,212381,400,51547,7040,2475,2484,7068,322,456,218,1,828,51,316,910,460,440,53,547,189,227,13,20,8,1,37,4,12,52,36,15,3,15,10,7,1450,1362,555,15,2221,168,849,3643,1966,1913,91,2455,683,985,1535,1463,0,8,492,0,460,2588,1851,1,56,574,0,566,6105,7428,6113,7435,699,921,703,925,2424,2352
592,33,3308,TAMIL NADU,SALEM,1,21,601,174,3480008,51.04,322944.74,15.37,954,16.67,3.43,73.23,65.43,80.7,5237,250648.0,167554.0,1425,423,119,14,189,81,148,0,2399,1101,382,11,13,140,13,131,0,1791,319,39,108,1,49,68,17,0,601,5,2,0,0,0,0,0,0,7,885,304,6,11,87,7,109,0,1409,1172,397,12,14,162,14,143,0,1914,112,15,56,0,19,40,6,0,248,1419,423,115,1,152,79,141,0,2330,1420,422,116,14,159,80,147,0,2358,142571,92442,83952,1090,63823,30991,23524,0,438393,81780,80155,8578,1000,40794,4811,19572,0,236690,60543,11463,75374,90,23029,26180,3952,0,200631,248,824,0,0,0,0,0,0,1072,62173,61092,5004,850,23663,2461,16366,0,171609,16081,3790,33267,0,5180,14352,577,0,73247,3241,3352,689,107,4740,389,1619,0,14137,3136,564,4533,2,1778,1504,155,0,11672,51,48,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,43,1390,416,119,14,188,81,143,2351,1061,308,117,12,178,77,97,1850,903,287,119,10,169,81,92,1661,1420,422,116,14,159,80,147,2358,1419,423,115,1,152,79,141,2330,1425,423,119,14,189,81,148,2399,1415,422,119,14,189,81,148,2388,552,295,119,13,178,81,98,1336,785,316,30,7,120,19,93,1370,1167,365,94,10,168,57,126,1987,244,43,49,13,38,38,57,482,1141,380,1,6,154,1,140,1823,1101,367,1,6,144,1,116,1736,1126,378,1,6,151,1,133,1796,613,5,1,6,4,1,11,1,641,1137,377,0,11,152,3,139,1819,7103,3489,2649,70,1590,1167,617,16685,6428,3964,5222,109,6518,1893,1774,25908,5418,2762,3976,108,3757,1554,985,10468,1010,1202,1246,1,2761,339,789,0,71799,44536,36357,1044,32184,13646,11557,211123,468,54195,8800,2517,2550,9122,236,293,248,0,551,93,197,944,462,432,35,515,241,156,48,41,17,0,44,8,24,91,50,42,3,44,14,17,696,841,939,1,2085,225,553,4183,2134,3219,69,3018,1223,769,849,888,2,1,755,2,397,2615,1877,14,42,1364,4,579,4425,8720,4456,8824,318,519,331,526,2436,2363
593,33,3309,TAMIL NADU,NAMAKKAL,1,15,333,83,1721179,40.27,140276.09,15.25,986,20.0,3.31,74.92,66.68,83.09,3420,109469.0,73065.0,822,201,74,3,132,52,70,0,1354,689,178,10,3,90,11,59,0,1040,127,23,64,0,42,41,11,0,308,6,0,0,0,0,0,0,0,6,636,154,10,3,71,9,53,0,936,742,196,10,3,100,12,64,0,1127,86,12,52,0,34,32,10,0,226,822,201,74,0,110,52,67,0,1326,822,201,74,3,117,52,70,0,1339,59075,31435,46095,121,29405,21307,8044,0,195482,40601,27729,5527,121,22074,3851,6382,0,106285,17808,3706,40568,0,7331,17456,1662,0,88531,666,0,0,0,0,0,0,0,666,35299,21423,5527,121,15252,3026,5310,0,85958,10365,1991,31820,0,5090,14320,1481,0,65067,1837,1504,416,21,2940,360,698,0,7776,1139,210,2987,0,1845,1091,119,0,7391,54,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,816,198,74,3,132,51,70,1344,597,151,73,3,122,51,47,1044,605,178,74,3,123,48,49,1080,820,201,74,3,117,52,70,1337,820,201,74,0,110,52,67,1324,822,201,74,3,132,52,70,1354,814,200,74,3,132,52,70,1345,331,166,74,3,131,51,50,806,88,29,17,0,31,7,11,183,97,33,37,0,38,23,12,240,93,18,30,3,30,30,31,235,733,182,0,1,98,2,63,1079,639,181,0,1,89,1,56,967,663,182,0,1,97,2,58,1003,531,10,1,3,10,1,5,2,561,716,177,2,3,98,4,62,1062,3341,1708,1585,7,1033,857,274,8805,3030,1714,3403,21,4785,1451,817,15221,2441,1194,2429,21,2658,1217,508,16845,589,520,974,0,2127,234,309,0,29287,15509,20006,121,14418,9381,4028,92750,225,23777,5090,1999,2052,5339,118,98,204,0,434,43,54,397,167,359,2,345,157,49,34,34,24,0,39,5,11,58,27,21,9,23,32,16,429,377,710,0,1607,174,236,1930,970,1961,10,2204,990,433,514,397,1,0,435,4,165,1428,788,0,13,774,6,266,2402,4426,2424,4465,263,553,275,612,1204,1168
594,33,3310,TAMIL NADU,ERODE,1,20,626,142,2259608,51.22,181220.56,12.05,992,16.41,0.97,72.96,65.07,80.81,5760,140648.0,91374.0,1477,436,110,8,169,70,131,0,2401,1198,407,14,8,120,15,101,0,1863,271,25,96,0,49,54,30,0,525,8,4,0,0,0,1,0,0,13,927,296,7,8,62,9,76,0,1385,1307,420,14,8,144,15,116,0,2024,97,14,48,0,25,30,9,0,223,1477,436,109,0,143,69,122,0,2356,1477,435,110,8,149,70,131,0,2380,94173,75086,69671,565,35628,28070,15943,0,319136,57383,70459,9199,565,22911,5603,10456,0,176576,36378,4345,60472,0,12717,22374,5487,0,141773,412,282,0,0,0,93,0,0,787,37813,44277,3852,565,11097,2617,7029,0,107250,10501,2727,26878,0,4633,10680,1572,0,56991,2877,3008,928,66,3524,502,1168,0,12073,2134,200,4898,0,1820,1293,374,0,10719,48,37,0,0,0,10,0,0,95,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,69,1476,435,110,8,169,70,131,2399,1238,341,109,7,159,68,90,2012,1172,373,109,8,160,67,117,2006,1477,435,110,8,149,70,131,2380,1477,436,109,0,143,69,122,2356,1477,436,110,8,169,70,131,2401,1470,434,110,8,169,70,131,2392,590,416,110,8,162,69,87,1442,255,107,14,3,46,9,36,470,352,117,29,5,62,18,54,637,150,38,35,8,29,32,39,331,1290,399,0,1,142,0,115,1947,1234,395,0,1,138,0,94,1862,1263,399,0,1,139,0,102,1904,998,18,0,2,8,1,15,0,1042,1268,401,0,8,137,1,105,1920,6049,3304,2491,24,1117,1122,544,14651,5059,3245,5826,66,5344,1805,1542,22887,4254,2315,4580,66,3169,1477,984,4623,805,930,1246,0,2175,328,558,0,46970,36864,31647,565,17533,12830,8591,155000,350,38632,7747,2310,2360,8359,172,227,153,0,336,51,123,680,362,280,13,332,140,118,8,16,5,0,17,2,0,26,19,19,1,15,15,8,598,656,1023,0,1756,253,421,3411,1839,4002,50,2675,1254,828,706,773,0,0,446,0,249,2573,1873,0,36,1071,1,537,3383,7803,3433,8073,229,317,239,328,1581,1534
595,33,3311,TAMIL NADU,THE NILGIRIS,1,4,53,45,735071,59.32,61672.46,-3.55,1041,32.08,4.46,85.65,79.44,92.15,2565,48278.0,33466.0,408,102,36,1,55,50,68,0,720,244,88,16,0,34,8,53,0,443,164,14,20,1,21,42,15,0,277,0,0,0,0,0,0,0,0,0,184,57,7,0,27,3,44,0,322,335,97,20,0,51,8,67,0,578,77,7,8,1,2,27,4,0,126,406,102,34,1,47,49,64,0,703,406,102,36,1,53,50,67,0,715,23910,11696,15738,74,9232,18479,6451,0,85580,10589,9343,7000,0,3860,2710,3969,0,37471,13321,2353,8738,74,5372,15769,2482,0,48109,0,0,0,0,0,0,0,0,0,8270,6360,2997,0,3134,1312,3349,0,25422,4411,1026,3879,74,586,9119,325,0,19420,565,547,779,0,765,156,571,0,3383,872,142,535,4,547,783,155,0,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,46,380,97,35,1,54,50,66,683,275,74,36,0,52,50,54,541,297,86,32,0,41,49,44,549,406,102,36,1,53,50,67,715,406,102,34,1,47,49,64,703,408,102,36,1,55,50,68,720,378,102,36,1,55,50,66,688,207,94,36,1,55,50,64,507,83,40,6,0,20,7,20,176,265,61,31,0,37,43,44,481,45,8,4,1,0,10,3,71,327,93,1,0,51,0,67,539,316,92,1,0,49,0,64,522,326,93,1,0,50,0,67,537,278,27,1,0,12,3,29,0,350,310,92,4,0,42,2,59,509,1681,702,521,7,361,607,274,4153,1437,689,1314,4,1312,939,726,6421,1228,517,924,3,781,760,410,31202,209,172,390,1,531,179,316,0,12109,5825,7014,34,4972,8879,3434,42267,146,11299,2410,514,529,2509,45,45,20,0,65,21,74,210,107,50,0,106,95,86,9,6,6,0,13,1,6,23,8,6,0,10,11,4,135,116,168,1,421,130,222,883,352,477,3,593,516,283,171,123,2,0,66,2,97,599,350,4,0,133,11,160,1227,2040,1228,2057,41,57,41,57,514,499
596,33,3312,TAMIL NADU,COIMBATORE,1,22,566,199,3472578,75.83,295516.39,18.46,1001,15.5,0.82,84.31,79.16,89.49,4732,227018.0,139939.0,1767,523,299,2,209,148,165,0,3113,1279,455,33,1,145,39,132,0,2084,475,62,266,1,64,107,33,0,1008,13,6,0,0,0,2,0,0,21,912,284,16,0,65,23,89,0,1389,1402,485,35,1,197,41,154,0,2315,161,25,101,0,24,37,11,0,359,1762,520,292,2,173,147,157,0,3053,1765,522,296,2,191,147,158,0,3081,147451,111046,217845,304,64005,51404,24365,0,616420,80338,92777,21487,73,38275,12143,19093,0,264186,66533,17652,196358,231,25730,37606,5272,0,349382,580,617,0,0,0,1655,0,0,2852,47530,50248,8736,0,15786,5842,11853,0,139995,17971,5263,64455,0,7395,10733,1238,0,107055,3691,4203,1794,4,4914,1172,1687,0,17465,4031,798,11192,7,1971,2126,387,0,20512,99,96,0,0,0,92,0,0,287,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,31,1751,518,298,2,209,147,165,3090,1474,400,296,2,194,147,128,2641,1568,495,294,2,198,145,153,2855,1765,522,296,2,191,147,158,3081,1762,520,292,2,173,147,157,3053,1767,523,299,2,209,148,165,3113,1737,518,299,2,209,148,165,3078,652,485,299,2,208,148,130,1924,59,31,6,0,7,6,8,117,72,42,8,0,11,10,8,151,346,84,76,0,11,79,48,644,1385,449,2,1,196,0,153,2186,1311,444,2,1,189,0,130,2077,1337,448,2,1,194,0,136,2118,947,16,3,0,3,5,10,5,984,1360,441,3,1,189,2,146,2142,8239,4528,6307,9,1703,2061,758,23605,7821,5097,12986,11,6885,3390,2074,38264,6875,4091,10945,10,4832,2991,1458,11876,946,1006,2041,1,2053,399,616,0,73519,55648,104261,128,32555,24232,11630,301973,846,97971,16463,2920,3017,17495,188,229,219,0,346,46,130,828,506,550,1,532,206,204,14,9,6,0,17,3,6,66,43,128,0,44,17,4,706,724,1605,1,1578,312,463,5481,3210,8667,7,3841,2413,1119,744,689,1,1,350,0,198,3091,2607,36,3,1254,4,565,3468,12104,3503,12317,507,1070,515,1130,2430,2358
597,33,3313,TAMIL NADU,DINDIGUL,1,16,393,164,2161367,37.36,199926.45,12.39,998,20.95,0.37,76.85,68.82,84.91,6036,156753.0,100159.0,1294,281,60,2,132,42,118,0,1929,950,215,6,0,80,10,79,0,1340,340,66,54,2,52,32,39,0,585,4,0,0,0,0,0,0,0,4,889,196,2,0,63,7,77,0,1234,1154,262,6,2,126,10,109,0,1669,252,42,34,1,33,21,28,0,411,1288,278,60,2,109,42,114,0,1893,1285,281,60,1,116,42,117,0,1902,109431,67211,32478,95,42296,17863,21533,0,290907,55546,41030,2128,0,18118,6729,10718,0,134269,53828,26181,30350,95,24178,11134,10815,0,156581,57,0,0,0,0,0,0,0,57,51738,37036,1356,0,14622,4808,10535,0,120095,31989,12569,18043,5,12218,7316,5965,0,88105,2419,1791,224,0,2484,341,931,0,8190,2350,855,2174,6,1559,641,428,0,8013,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,42,1255,272,60,2,130,42,115,1876,952,217,60,2,123,42,77,1473,861,213,57,1,123,39,90,1384,1276,281,60,1,116,42,117,1893,1285,278,60,2,109,42,114,1890,1292,280,60,2,132,42,118,1926,1268,279,60,2,132,42,118,1901,343,235,60,0,127,41,53,859,467,129,10,0,57,7,59,729,554,144,11,0,63,8,66,846,124,24,17,0,6,24,19,214,1150,256,1,2,124,1,109,1643,1118,255,1,2,115,1,95,1587,1145,256,1,2,118,1,98,1621,622,2,0,1,3,0,1,0,629,1042,225,1,1,98,1,92,1460,5406,2444,1152,7,1005,633,524,11171,4785,2646,2398,6,4043,982,1359,16219,3904,1914,1920,2,2456,846,834,6322,881,732,478,4,1587,136,525,0,53285,34052,14224,0,20781,7896,9975,140213,259,25029,6232,1635,1652,6361,147,138,73,0,301,35,124,599,231,175,0,319,99,127,4,4,6,0,7,0,3,10,5,14,0,8,2,1,718,575,388,4,1236,100,390,3234,1648,1677,2,2035,728,695,773,526,0,4,435,3,242,2538,1299,6,1,775,0,425,2438,5225,2446,5260,241,234,245,239,1513,1467
598,33,3314,TAMIL NADU,KARUR,1,8,200,75,1076588,40.33,98938.44,15.06,1015,20.8,0.05,75.86,67.05,84.86,2904,74447.0,47972.0,655,187,28,1,80,30,63,0,1044,539,173,4,1,54,4,52,0,827,116,13,24,0,26,26,11,0,216,0,1,0,0,0,0,0,0,1,473,137,2,1,43,4,43,0,703,577,180,4,1,64,4,57,0,887,50,7,11,0,17,15,6,0,106,652,187,28,0,68,30,61,0,1026,654,187,28,1,72,30,63,0,1035,41947,27927,20066,101,15572,11099,6929,0,123641,25624,24875,3480,101,9195,2159,5462,0,70896,16323,2877,16586,0,6377,8940,1467,0,52570,0,175,0,0,0,0,0,0,175,20780,18758,1552,101,7011,2159,4192,0,54553,6850,1425,9503,0,3020,4669,373,0,25840,1279,1317,250,9,1509,167,625,0,5156,953,181,1241,0,790,554,136,0,3855,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,13,648,186,28,1,80,30,62,1035,504,128,28,0,72,30,32,794,457,144,28,1,75,29,45,779,654,187,28,1,72,30,63,1035,652,187,28,0,68,30,61,1026,655,187,28,1,80,30,63,1044,652,187,28,1,80,30,63,1041,239,182,28,1,80,29,40,599,408,150,8,1,44,5,40,656,429,154,8,1,45,6,42,685,86,7,11,1,16,15,17,153,574,179,0,0,63,0,57,873,507,178,0,0,58,0,45,788,510,179,0,0,62,0,48,799,418,9,0,0,3,1,9,0,440,567,177,0,1,62,0,56,863,2556,1388,656,3,496,471,238,5808,2232,1513,1491,9,2299,721,761,9026,1845,1013,1144,9,1292,605,414,16401,387,500,347,0,1007,116,347,0,20735,13934,8786,101,7582,4997,3329,59464,141,14848,2896,872,878,2977,82,153,85,0,264,32,103,340,202,189,2,214,105,91,1,4,1,0,3,0,0,6,5,1,0,7,2,0,297,327,245,0,715,75,231,1423,762,899,7,1022,460,308,335,370,2,0,332,0,235,975,767,0,3,531,0,254,1683,3162,1688,3179,132,156,132,157,753,731
599,33,3315,TAMIL NADU,TIRUCHIRAPPALLI,1,16,496,183,2713858,49.26,253745.72,12.22,1013,17.14,0.67,83.56,77.24,90.0,4509,195714.0,128189.0,1281,328,75,0,167,84,142,0,2077,859,226,14,0,96,22,114,0,1331,422,101,61,0,71,62,28,0,745,0,1,0,0,0,0,0,0,1,764,191,6,0,72,9,99,0,1141,1042,313,22,0,161,24,136,0,1698,245,42,18,0,30,21,15,0,371,1271,327,69,0,141,83,136,0,2027,1271,326,73,0,149,83,140,0,2042,120335,66736,50129,0,56590,35052,17668,0,346510,58195,38327,9341,0,23782,10518,12825,0,152988,62140,28278,40788,0,32808,24534,4843,0,193391,0,131,0,0,0,0,0,0,131,49548,31366,3800,0,17275,4413,11294,0,117696,31566,8562,10632,0,11570,8097,2383,0,72810,2384,1828,1016,0,2904,778,1190,0,10100,3226,1064,3032,0,2503,1314,289,0,11428,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,1259,322,75,0,167,84,140,2047,955,244,72,0,151,81,78,1581,892,251,75,0,155,82,92,1547,1271,326,73,0,149,83,140,2042,1271,327,69,0,140,83,136,2026,1281,328,75,0,167,84,142,2077,1265,327,75,0,167,84,141,2059,488,267,75,0,164,84,84,1162,431,156,22,0,92,18,74,793,497,171,27,0,98,21,80,894,169,18,28,0,12,29,70,326,1007,305,5,0,160,1,133,1611,965,296,5,0,148,1,114,1529,997,304,5,0,159,1,122,1588,586,23,2,0,1,1,15,1,628,966,274,4,0,129,2,125,1500,6178,2812,1782,0,1336,1288,487,13883,5610,2904,4048,0,5407,2092,1479,21540,4829,2280,3272,0,3235,1851,934,7282,781,624,776,0,2172,241,545,0,60325,32831,23714,0,28464,15575,9093,170002,404,46682,8819,2246,2265,9163,148,110,115,0,429,38,147,839,271,328,0,523,190,184,14,10,6,0,15,4,12,46,14,19,0,18,10,13,577,479,571,0,1571,167,354,3640,1828,2402,0,2404,1469,678,653,516,12,0,351,0,237,2538,1824,72,0,712,10,488,2553,6462,2575,6564,285,620,299,662,1899,1843
600,33,3316,TAMIL NADU,PERAMBALUR,1,10,508,107,564511,17.14,55943.04,14.36,1006,31.01,0.46,74.68,66.11,83.39,1756,42178.0,29579.0,776,213,21,6,120,28,132,0,1296,575,180,0,2,86,3,110,0,956,201,33,21,4,34,25,22,0,340,0,0,0,0,0,0,0,0,0,565,178,0,2,81,2,108,0,936,653,205,0,3,99,3,119,0,1082,176,30,15,4,21,17,20,0,283,775,212,21,4,108,28,128,0,1276,774,213,21,6,116,28,132,0,1290,74310,36912,19487,318,29623,11747,16620,0,189017,44581,29049,0,94,18670,1567,13412,0,107373,29729,7863,19487,224,10953,10180,3208,0,81644,0,0,0,0,0,0,0,0,0,44083,28595,0,94,17638,1168,13171,0,104749,24611,6897,13278,224,4812,6552,2775,0,59149,1690,1325,0,14,2302,78,1306,0,6715,1528,311,950,18,1064,563,209,0,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,761,208,21,6,119,27,128,1270,560,164,19,4,104,27,81,959,650,195,20,6,113,28,100,1112,774,213,21,6,116,28,132,1290,775,212,21,4,108,28,128,1276,776,213,21,6,120,28,132,1296,770,213,21,6,120,28,131,1289,392,188,21,4,114,27,78,824,272,105,6,4,51,7,60,505,422,119,18,6,70,21,80,736,110,11,7,4,28,12,51,223,649,202,0,2,98,0,119,1070,600,196,0,2,89,0,80,967,614,199,0,2,95,0,96,1006,300,3,0,5,3,0,19,0,330,624,195,0,1,92,1,119,1032,3483,1607,503,23,744,395,477,7232,3218,1636,950,32,3366,641,1515,11358,2532,1018,758,26,1655,526,767,14401,686,618,192,6,1711,115,748,0,36099,18463,8401,208,14296,5070,8169,90706,163,19091,3507,1098,1101,3542,126,138,54,0,520,41,247,505,165,143,9,346,133,177,8,4,2,0,13,0,2,25,6,5,0,9,3,3,526,450,135,4,1135,71,479,1885,798,584,14,1236,363,543,525,501,0,1,302,1,331,1239,751,0,9,356,14,365,2744,3402,2754,3413,211,313,221,327,395,383
